#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESCroyal_proclamations.25;All hail [Root.GetHerHisCap] Grace [Root.GetFirstName] of the House [Root.GetOnlyDynastyName], the [Root.GetRegnalOrdinal] of [Root.GetHerHis] name, [Root.GetTitle] of the Andals and the Rhoynar and the First Men, Lord of the Seven Kingdoms, and Protector of the Realm.;Gloire à Sa Grâce [Root.GetFirstName] de la Maison [Root.GetOnlyDynastyName], [Root.GetRegnalOrdinal] du nom, [Root.GetTitle] des Andals, de Rhoynar et des Premiers Hommes, Seigneur des Sept Couronnes, et Protecteur du Royaume. ;;;¡Salve a su Excelencia [Root.GetFirstName] de la Casa [Root.GetOnlyDynastyName], [Root.GetTitle] de los ándalos, los Rhoynar y los primeros hombres, Señor de los Siete Reinos y Protector del Reino.;;;;;;;;;x
EVTOPTAroyal_proclamations.25;Long live the [Root.GetTitle]!;Longue vie au(à la) [Root.GetTitle] !;;;¡Larga vida a [Root.GetTitle]!;;;;;;;;;x
EVTDESCroyal_proclamations.26;All hail [From.GetHerHisCap] Grace [From.GetFirstName] of the House [From.GetOnlyDynastyName], the [From.GetRegnalOrdinal] of [From.GetHerHis] name, [From.GetTitle] of the Andals and the Rhoynar and the First Men, Lord of the Seven Kingdoms, and Protector of the Realm.;Gloire à Sa Grâce [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [Root.GetRegnalOrdinal] du nom, [From.GetTitle] des Andals, de Rhoynar et des Premiers Hommes, Seigneur des Sept Couronnes, et Protecteur du Royaume. ;;;¡Salve a su Excelencia [From.GetFirstName] de la Casa [From.GetOnlyDynastyName], [From.GetTitle] de los ándalos, los Rhoynar y los primeros hombres, Señor de los Siete Reinos y Protector del Reino.;;;;;;;;;x
EVTOPTAroyal_proclamations.26;Long live the [From.GetTitle]!;Longue vie au(à la) [From.GetTitle] !;;;¡Larga vida a [Root.GetTitle]!;;;;;;;;;x
EVTOPTBroyal_proclamations.26;Curse [From.GetHerHis] name!;Maudit soit son nom !;;;¡Maldito sea su nombre!;;;;;;;;;x
EVTDESCroyal_proclamations.1;All hail [Root.GetHerHisCap] Grace [Root.GetFirstName] of the House [Root.GetOnlyDynastyName], the [Root.GetRegnalOrdinal] of [Root.GetHerHis] name, [Root.GetTitle] in the North, [Root.GetTitle] of Winter and the First Men, Lord of [Root.Capital.GetName] and Protector of the Realm. ;Gloire à Sa Grâce [Root.GetFirstName] de la Maison [Root.GetOnlyDynastyName], [Root.GetRegnalOrdinal] du nom, [Root.GetTitle] du Nord, [Root.GetTitle] de l'Hiver et des Premiers Hommes, Seigneur de [Root.Capital.GetName] et Protecteur du Royaume. ;;;¡Salve a su Excelencia [Root.GetFirstName] de la Casa [Root.GetOnlyDynastyName], [Root.GetTitle] en el Norte, [Root.GetTitle] del Invierno y los primeros hombres, Señor de [Root.Capital. GetName] y Protector del Reino.;;;;;;;;;x
EVTOPTAroyal_proclamations.1;The [Root.GetTitle] in the North! The [Root.GetTitle] in the North!;Le(a) [Root.GetTitle] du Nord ! Le(a) [Root.GetTitle] du Nord !;;;¡El [Root.GetTitle] en el Norte! ¡El [Root.GetTitle] en el Norte!;;;;;;;;;x
EVTDESCroyal_proclamations.2;All hail [From.GetHerHisCap] Grace [From.GetFirstName] of the House [From.GetOnlyDynastyName], the [From.GetRegnalOrdinal] of [From.GetHerHis] name, [From.GetTitle] in the North, [From.GetTitle] of Winter and the First Men, Lord of [From.Capital.GetName] and Protector of the Realm. ;Gloire à Sa Grâce [From.GetFirstName] de la Maison [From.GetOnlyDynastyName], [From.GetTitle] du Nord, [Root.GetRegnalOrdinal] du nom, [From.GetTitle] de l'Hiver et des Premiers Hommes, Seigneur de [From.Capital.GetName] et Protecteur du Royaume. ;;;¡Salve a su Excelencia [Root.GetFirstName] de la Casa [Root.GetOnlyDynastyName], [Root.GetTitle] en el Norte, [Root.GetTitle] del Invierno y los primeros hombres, Señor de [Root.Capital. GetName] y Protector del Reino.;;;;;;;;;x
EVTOPTAroyal_proclamations.2;The [From.GetTitle] in the North! The [From.GetTitle] in the North!;Le(a) [From.GetTitle] du Nord ! Le(a) [From.GetTitle] du Nord !;;;¡El [Root.GetTitle] en el Norte! ¡El [Root.GetTitle] en el Norte!;;;;;;;;;x
EVTOPTBroyal_proclamations.2;Curse [From.GetHerHis] name!;Maudit soit son nom !;;;¡Maldito sea su nombre!;;;;;;;;;x
